studentId,louvainCommunity,spectralCommunity,pageRank,betweenness,shannonEntropy
S0067,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0068,-1,-1,0.010000000000000005,0.0,3.1068905956085184
S0069,-1,-1,0.010000000000000005,0.0,2.91829583405449
S0070,-1,-1,0.010000000000000005,0.0,3.1068905956085184
S0071,-1,-1,0.010000000000000005,0.0,2.7516291673878235
S0072,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0073,-1,-1,0.010000000000000005,0.0,3.914866303883099
S0074,-1,-1,0.010000000000000005,0.0,3.0930692077718893
S0075,-1,-1,0.010000000000000005,0.0,2.913977073182752
S0076,-1,-1,0.010000000000000005,0.0,3.09306920777189
S0077,-1,-1,0.010000000000000005,0.0,3.381580488309163
S0078,-1,-1,0.010000000000000005,0.0,3.4219280948873623
S0079,-1,-1,0.010000000000000005,0.0,2.931208948910323
S0080,-1,-1,0.010000000000000005,0.0,3.40582225028569
S0081,-1,-1,0.010000000000000005,0.0,2.9502120649147465
S0082,-1,-1,0.010000000000000005,0.0,2.931208948910323
S0083,-1,-1,0.010000000000000005,0.0,2.973557262275185
S0084,-1,-1,0.010000000000000005,0.0,3.1249999999999996
S0085,-1,-1,0.010000000000000005,0.0,3.0930692077718893
S0086,-1,-1,0.010000000000000005,0.0,3.09306920777189
S0087,-1,-1,0.010000000000000005,0.0,2.7773627950641693
S0088,-1,-1,0.010000000000000005,0.0,3.1068905956085184
S0089,-1,-1,0.010000000000000005,0.0,3.321928094887362
S0090,-1,-1,0.010000000000000005,0.0,3.392147223664535
S0091,-1,-1,0.010000000000000005,0.0,3.146286370662105
S0092,-1,-1,0.010000000000000005,0.0,3.240223928941852
S0093,-1,-1,0.010000000000000005,0.0,2.521928094887363
S0094,-1,-1,0.010000000000000005,0.0,2.584962500721156
S0095,-1,-1,0.010000000000000005,0.0,2.9139770731827523
S0096,-1,-1,0.010000000000000005,0.0,3.5032583347756465
S0097,-1,-1,0.010000000000000005,0.0,3.25
S0098,-1,-1,0.010000000000000005,0.0,3.6219280948873616
S0099,-1,-1,0.010000000000000005,0.0,2.9502120649147465
S0100,-1,-1,0.010000000000000005,0.0,2.7516291673878226
