Source,Target,Weight,Type
S0007,S0031,4,Undirected
S0007,S0033,2,Undirected
S0007,S0034,2,Undirected
S0007,S0035,1,Undirected
S0007,S0036,2,Undirected
S0007,S0037,1,Undirected
S0007,S0038,1,Undirected
S0007,S0040,2,Undirected
S0007,S0041,1,Undirected
S0007,S0043,3,Undirected
S0007,S0044,1,Undirected
S0007,S0045,2,Undirected
S0007,S0046,1,Undirected
S0007,S0048,2,Undirected
S0007,S0049,1,Undirected
S0008,S0011,3,Undirected
S0008,S0012,3,Undirected
S0008,S0014,5,Undirected
S0008,S0015,5,Undirected
S0008,S0016,1,Undirected
S0008,S0017,1,Undirected
S0008,S0018,5,Undirected
S0008,S0019,2,Undirected
S0008,S0020,1,Undirected
S0008,S0023,4,Undirected
S0008,S0024,3,Undirected
S0008,S0025,2,Undirected
S0008,S0026,4,Undirected
S0008,S0027,2,Undirected
S0008,S0028,2,Undirected
S0008,S0029,2,Undirected
S0008,S0030,4,Undirected
S0008,S0031,5,Undirected
S0008,S0032,2,Undirected
S0008,S0033,1,Undirected
S0008,S0034,1,Undirected
S0008,S0035,3,Undirected
S0008,S0036,4,Undirected
S0008,S0037,1,Undirected
S0008,S0038,1,Undirected
S0008,S0039,5,Undirected
S0008,S0040,4,Undirected
S0008,S0041,3,Undirected
S0008,S0042,2,Undirected
S0008,S0043,3,Undirected
S0008,S0044,3,Undirected
S0008,S0045,5,Undirected
S0008,S0047,2,Undirected
S0008,S0048,2,Undirected
S0009,S0010,2,Undirected
S0009,S0011,3,Undirected
S0009,S0012,3,Undirected
S0009,S0013,2,Undirected
S0009,S0014,1,Undirected
S0009,S0015,2,Undirected
S0009,S0016,3,Undirected
S0009,S0017,1,Undirected
S0009,S0018,5,Undirected
S0009,S0019,1,Undirected
S0009,S0020,1,Undirected
S0009,S0022,1,Undirected
S0009,S0023,3,Undirected
S0009,S0024,2,Undirected
S0009,S0025,3,Undirected
S0009,S0026,3,Undirected
S0009,S0027,3,Undirected
S0009,S0028,2,Undirected
S0009,S0029,2,Undirected
S0009,S0031,3,Undirected
S0009,S0032,1,Undirected
S0009,S0033,2,Undirected
S0009,S0034,2,Undirected
S0009,S0035,2,Undirected
S0009,S0036,1,Undirected
S0009,S0037,3,Undirected
S0009,S0038,2,Undirected
S0009,S0039,1,Undirected
S0009,S0040,1,Undirected
S0009,S0041,2,Undirected
S0009,S0043,2,Undirected
S0009,S0045,1,Undirected
S0009,S0046,1,Undirected
S0009,S0049,1,Undirected
S0009,S0050,2,Undirected
S0010,S0011,2,Undirected
S0010,S0013,1,Undirected
S0010,S0016,2,Undirected
S0010,S0017,1,Undirected
S0010,S0018,2,Undirected
S0010,S0022,1,Undirected
S0010,S0023,1,Undirected
S0010,S0024,1,Undirected
S0010,S0025,1,Undirected
S0010,S0027,1,Undirected
S0010,S0029,1,Undirected
S0010,S0033,1,Undirected
S0010,S0034,2,Undirected
S0010,S0035,1,Undirected
S0010,S0037,1,Undirected
S0010,S0038,2,Undirected
S0010,S0040,1,Undirected
S0010,S0043,1,Undirected
S0010,S0048,1,Undirected
S0010,S0049,1,Undirected
S0010,S0050,1,Undirected
S0011,S0012,2,Undirected
S0011,S0013,3,Undirected
S0011,S0014,2,Undirected
S0011,S0015,2,Undirected
S0011,S0016,5,Undirected
S0011,S0017,2,Undirected
S0011,S0018,4,Undirected
S0011,S0019,1,Undirected
S0011,S0020,3,Undirected
S0011,S0021,3,Undirected
S0011,S0022,3,Undirected
S0011,S0023,5,Undirected
S0011,S0024,3,Undirected
S0011,S0026,4,Undirected
S0011,S0027,6,Undirected
S0011,S0028,2,Undirected
S0011,S0029,3,Undirected
S0011,S0030,2,Undirected
S0011,S0031,3,Undirected
S0011,S0032,4,Undirected
S0011,S0033,4,Undirected
S0011,S0034,3,Undirected
S0011,S0035,3,Undirected
S0011,S0036,2,Undirected
S0011,S0037,4,Undirected
S0011,S0038,4,Undirected
S0011,S0039,5,Undirected
S0011,S0040,3,Undirected
S0011,S0041,2,Undirected
S0011,S0043,2,Undirected
S0011,S0044,2,Undirected
S0011,S0045,4,Undirected
S0011,S0046,2,Undirected
S0011,S0047,1,Undirected
S0011,S0048,5,Undirected
S0011,S0050,1,Undirected
S0012,S0013,1,Undirected
S0012,S0014,1,Undirected
S0012,S0015,2,Undirected
S0012,S0016,1,Undirected
S0012,S0018,2,Undirected
S0012,S0019,4,Undirected
S0012,S0020,1,Undirected
S0012,S0021,1,Undirected
S0012,S0023,2,Undirected
S0012,S0024,1,Undirected
S0012,S0025,1,Undirected
S0012,S0026,4,Undirected
S0012,S0027,3,Undirected
S0012,S0028,5,Undirected
S0012,S0029,1,Undirected
S0012,S0030,1,Undirected
S0012,S0031,5,Undirected
S0012,S0032,1,Undirected
S0012,S0034,1,Undirected
S0012,S0036,1,Undirected
S0012,S0037,1,Undirected
S0012,S0038,1,Undirected
S0012,S0039,2,Undirected
S0012,S0041,3,Undirected
S0012,S0043,2,Undirected
S0012,S0044,1,Undirected
S0012,S0045,3,Undirected
S0012,S0046,1,Undirected
S0013,S0016,1,Undirected
S0013,S0017,1,Undirected
S0013,S0018,2,Undirected
S0013,S0019,1,Undirected
S0013,S0020,2,Undirected
S0013,S0021,1,Undirected
S0013,S0022,1,Undirected
S0013,S0023,2,Undirected
S0013,S0024,2,Undirected
S0013,S0026,2,Undirected
S0013,S0027,2,Undirected
S0013,S0028,3,Undirected
S0013,S0029,2,Undirected
S0013,S0031,1,Undirected
S0013,S0033,2,Undirected
S0013,S0034,1,Undirected
S0013,S0036,1,Undirected
S0013,S0037,2,Undirected
S0013,S0038,2,Undirected
S0013,S0039,1,Undirected
S0013,S0040,1,Undirected
S0013,S0043,3,Undirected
S0013,S0044,1,Undirected
S0013,S0046,3,Undirected
S0013,S0048,1,Undirected
S0014,S0015,3,Undirected
S0014,S0016,1,Undirected
S0014,S0017,1,Undirected
S0014,S0018,5,Undirected
S0014,S0019,1,Undirected
S0014,S0023,4,Undirected
S0014,S0024,3,Undirected
S0014,S0025,2,Undirected
S0014,S0026,2,Undirected
S0014,S0027,1,Undirected
S0014,S0028,1,Undirected
S0014,S0029,1,Undirected
S0014,S0030,3,Undirected
S0014,S0032,1,Undirected
S0014,S0033,2,Undirected
S0014,S0034,1,Undirected
S0014,S0035,3,Undirected
S0014,S0036,3,Undirected
S0014,S0039,2,Undirected
S0014,S0040,3,Undirected
S0014,S0042,1,Undirected
S0014,S0043,2,Undirected
S0014,S0044,3,Undirected
S0014,S0045,2,Undirected
S0014,S0047,1,Undirected
S0014,S0048,1,Undirected
S0015,S0016,3,Undirected
S0015,S0018,3,Undirected
S0015,S0019,2,Undirected
S0015,S0021,1,Undirected
S0015,S0023,3,Undirected
S0015,S0025,2,Undirected
S0015,S0026,4,Undirected
S0015,S0027,4,Undirected
S0015,S0028,1,Undirected
S0015,S0029,2,Undirected
S0015,S0031,4,Undirected
S0015,S0032,2,Undirected
S0015,S0033,4,Undirected
S0015,S0034,2,Undirected
S0015,S0035,4,Undirected
S0015,S0036,3,Undirected
S0015,S0037,3,Undirected
S0015,S0039,2,Undirected
S0015,S0041,3,Undirected
S0015,S0042,3,Undirected
S0015,S0045,4,Undirected
S0015,S0047,3,Undirected
S0015,S0048,3,Undirected
S0016,S0018,3,Undirected
S0016,S0020,1,Undirected
S0016,S0021,2,Undirected
S0016,S0022,3,Undirected
S0016,S0023,3,Undirected
S0016,S0024,1,Undirected
S0016,S0025,1,Undirected
S0016,S0026,2,Undirected
S0016,S0027,2,Undirected
S0016,S0028,1,Undirected
S0016,S0029,1,Undirected
S0016,S0031,2,Undirected
S0016,S0032,2,Undirected
S0016,S0033,4,Undirected
S0016,S0034,3,Undirected
S0016,S0035,1,Undirected
S0016,S0037,4,Undirected
S0016,S0038,2,Undirected
S0016,S0039,1,Undirected
S0016,S0040,1,Undirected
S0016,S0041,1,Undirected
S0016,S0043,1,Undirected
S0016,S0045,1,Undirected
S0016,S0047,1,Undirected
S0016,S0048,2,Undirected
S0016,S0050,1,Undirected
S0017,S0018,1,Undirected
S0017,S0020,1,Undirected
S0017,S0022,1,Undirected
S0017,S0023,1,Undirected
S0017,S0024,4,Undirected
S0017,S0025,4,Undirected
S0017,S0027,1,Undirected
S0017,S0028,1,Undirected
S0017,S0029,1,Undirected
S0017,S0030,1,Undirected
S0017,S0031,2,Undirected
S0017,S0032,1,Undirected
S0017,S0033,1,Undirected
S0017,S0034,1,Undirected
S0017,S0035,4,Undirected
S0017,S0037,2,Undirected
S0017,S0038,2,Undirected
S0017,S0039,2,Undirected
S0017,S0040,1,Undirected
S0017,S0041,2,Undirected
S0017,S0046,1,Undirected
S0017,S0048,5,Undirected
S0017,S0049,3,Undirected
S0017,S0050,3,Undirected
S0018,S0019,1,Undirected
S0018,S0020,1,Undirected
S0018,S0021,1,Undirected
S0018,S0022,2,Undirected
S0018,S0023,4,Undirected
S0018,S0024,4,Undirected
S0018,S0025,3,Undirected
S0018,S0026,4,Undirected
S0018,S0027,3,Undirected
S0018,S0028,2,Undirected
S0018,S0029,4,Undirected
S0018,S0030,2,Undirected
S0018,S0031,2,Undirected
S0018,S0032,2,Undirected
S0018,S0033,3,Undirected
S0018,S0034,3,Undirected
S0018,S0035,3,Undirected
S0018,S0036,4,Undirected
S0018,S0037,2,Undirected
S0018,S0038,3,Undirected
S0018,S0039,2,Undirected
S0018,S0040,4,Undirected
S0018,S0042,1,Undirected
S0018,S0043,3,Undirected
S0018,S0044,3,Undirected
S0018,S0045,2,Undirected
S0018,S0046,1,Undirected
S0018,S0047,1,Undirected
S0018,S0048,1,Undirected
S0018,S0050,1,Undirected
S0019,S0021,1,Undirected
S0019,S0023,1,Undirected
S0019,S0024,1,Undirected
S0019,S0026,3,Undirected
S0019,S0027,2,Undirected
S0019,S0028,3,Undirected
S0019,S0029,2,Undirected
S0019,S0030,1,Undirected
S0019,S0031,3,Undirected
S0019,S0034,2,Undirected
S0019,S0036,2,Undirected
S0019,S0041,1,Undirected
S0019,S0043,2,Undirected
S0019,S0044,1,Undirected
S0019,S0045,2,Undirected
S0019,S0046,1,Undirected
S0019,S0048,1,Undirected
S0020,S0022,1,Undirected
S0020,S0023,2,Undirected
S0020,S0024,1,Undirected
S0020,S0025,2,Undirected
S0020,S0026,2,Undirected
S0020,S0027,2,Undirected
S0020,S0028,2,Undirected
S0020,S0030,1,Undirected
S0020,S0031,2,Undirected
S0020,S0033,2,Undirected
S0020,S0036,1,Undirected
S0020,S0037,1,Undirected
S0020,S0038,1,Undirected
S0020,S0039,2,Undirected
S0020,S0040,1,Undirected
S0020,S0043,2,Undirected
S0020,S0046,1,Undirected
S0020,S0048,2,Undirected
S0021,S0022,2,Undirected
S0021,S0023,1,Undirected
S0021,S0024,1,Undirected
S0021,S0026,4,Undirected
S0021,S0027,2,Undirected
S0021,S0028,3,Undirected
S0021,S0029,2,Undirected
S0021,S0030,1,Undirected
S0021,S0031,1,Undirected
S0021,S0032,2,Undirected
S0021,S0033,4,Undirected
S0021,S0034,1,Undirected
S0021,S0035,3,Undirected
S0021,S0036,2,Undirected
S0021,S0037,3,Undirected
S0021,S0038,1,Undirected
S0021,S0044,3,Undirected
S0021,S0046,3,Undirected
S0021,S0047,2,Undirected
S0021,S0048,3,Undirected
S0022,S0023,1,Undirected
S0022,S0024,3,Undirected
S0022,S0025,1,Undirected
S0022,S0027,1,Undirected
S0022,S0029,1,Undirected
S0022,S0031,1,Undirected
S0022,S0032,1,Undirected
S0022,S0033,4,Undirected
S0022,S0034,1,Undirected
S0022,S0035,2,Undirected
S0022,S0037,3,Undirected
S0022,S0038,3,Undirected
S0022,S0040,1,Undirected
S0022,S0041,1,Undirected
S0022,S0043,1,Undirected
S0022,S0044,1,Undirected
S0022,S0047,1,Undirected
S0022,S0048,2,Undirected
S0022,S0049,1,Undirected
S0022,S0050,1,Undirected
S0023,S0024,4,Undirected
S0023,S0025,1,Undirected
S0023,S0026,4,Undirected
S0023,S0027,5,Undirected
S0023,S0028,2,Undirected
S0023,S0029,3,Undirected
S0023,S0030,2,Undirected
S0023,S0031,3,Undirected
S0023,S0032,1,Undirected
S0023,S0033,4,Undirected
S0023,S0034,1,Undirected
S0023,S0035,2,Undirected
S0023,S0036,4,Undirected
S0023,S0037,2,Undirected
S0023,S0038,2,Undirected
S0023,S0039,3,Undirected
S0023,S0040,2,Undirected
S0023,S0041,1,Undirected
S0023,S0042,1,Undirected
S0023,S0043,2,Undirected
S0023,S0044,4,Undirected
S0023,S0045,3,Undirected
S0023,S0046,1,Undirected
S0023,S0047,1,Undirected
S0023,S0048,2,Undirected
S0023,S0050,1,Undirected
S0024,S0025,4,Undirected
S0024,S0026,3,Undirected
S0024,S0027,3,Undirected
S0024,S0028,2,Undirected
S0024,S0029,1,Undirected
S0024,S0030,2,Undirected
S0024,S0031,2,Undirected
S0024,S0033,3,Undirected
S0024,S0034,3,Undirected
S0024,S0035,3,Undirected
S0024,S0036,2,Undirected
S0024,S0037,4,Undirected
S0024,S0038,5,Undirected
S0024,S0039,2,Undirected
S0024,S0040,3,Undirected
S0024,S0041,3,Undirected
S0024,S0043,3,Undirected
S0024,S0044,4,Undirected
S0024,S0045,2,Undirected
S0024,S0046,1,Undirected
S0024,S0048,3,Undirected
S0024,S0049,3,Undirected
S0024,S0050,4,Undirected
S0025,S0026,3,Undirected
S0025,S0027,2,Undirected
S0025,S0028,2,Undirected
S0025,S0030,1,Undirected
S0025,S0031,3,Undirected
S0025,S0033,1,Undirected
S0025,S0034,3,Undirected
S0025,S0035,5,Undirected
S0025,S0036,2,Undirected
S0025,S0037,1,Undirected
S0025,S0038,2,Undirected
S0025,S0039,1,Undirected
S0025,S0040,1,Undirected
S0025,S0041,3,Undirected
S0025,S0043,1,Undirected
S0025,S0046,1,Undirected
S0025,S0048,3,Undirected
S0025,S0049,4,Undirected
S0025,S0050,4,Undirected
S0026,S0027,3,Undirected
S0026,S0028,4,Undirected
S0026,S0029,3,Undirected
S0026,S0030,2,Undirected
S0026,S0031,4,Undirected
S0026,S0032,1,Undirected
S0026,S0033,2,Undirected
S0026,S0034,2,Undirected
S0026,S0035,3,Undirected
S0026,S0036,5,Undirected
S0026,S0037,2,Undirected
S0026,S0038,1,Undirected
S0026,S0039,3,Undirected
S0026,S0040,3,Undirected
S0026,S0041,3,Undirected
S0026,S0043,3,Undirected
S0026,S0044,3,Undirected
S0026,S0045,5,Undirected
S0026,S0046,3,Undirected
S0026,S0047,1,Undirected
S0026,S0048,4,Undirected
S0026,S0049,1,Undirected
S0026,S0050,1,Undirected
S0027,S0028,3,Undirected
S0027,S0029,4,Undirected
S0027,S0031,4,Undirected
S0027,S0032,1,Undirected
S0027,S0033,4,Undirected
S0027,S0034,4,Undirected
S0027,S0035,3,Undirected
S0027,S0036,3,Undirected
S0027,S0037,3,Undirected
S0027,S0038,5,Undirected
S0027,S0039,3,Undirected
S0027,S0041,3,Undirected
S0027,S0042,1,Undirected
S0027,S0043,1,Undirected
S0027,S0044,1,Undirected
S0027,S0045,3,Undirected
S0027,S0046,1,Undirected
S0027,S0047,1,Undirected
S0027,S0048,2,Undirected
S0027,S0049,1,Undirected
S0027,S0050,2,Undirected
S0028,S0029,2,Undirected
S0028,S0030,1,Undirected
S0028,S0031,4,Undirected
S0028,S0033,1,Undirected
S0028,S0034,2,Undirected
S0028,S0036,2,Undirected
S0028,S0037,1,Undirected
S0028,S0038,1,Undirected
S0028,S0039,1,Undirected
S0028,S0041,1,Undirected
S0028,S0043,3,Undirected
S0028,S0044,2,Undirected
S0028,S0045,1,Undirected
S0028,S0046,4,Undirected
S0028,S0048,2,Undirected
S0028,S0050,1,Undirected
S0029,S0030,1,Undirected
S0029,S0031,2,Undirected
S0029,S0032,1,Undirected
S0029,S0033,2,Undirected
S0029,S0034,2,Undirected
S0029,S0035,2,Undirected
S0029,S0036,2,Undirected
S0029,S0037,1,Undirected
S0029,S0038,2,Undirected
S0029,S0039,1,Undirected
S0029,S0040,1,Undirected
S0029,S0042,1,Undirected
S0029,S0043,1,Undirected
S0029,S0044,2,Undirected
S0029,S0045,1,Undirected
S0029,S0046,2,Undirected
S0029,S0047,1,Undirected
S0029,S0048,2,Undirected
S0029,S0050,1,Undirected
S0030,S0031,1,Undirected
S0030,S0032,2,Undirected
S0030,S0035,1,Undirected
S0030,S0036,2,Undirected
S0030,S0039,2,Undirected
S0030,S0040,3,Undirected
S0030,S0043,3,Undirected
S0030,S0044,3,Undirected
S0030,S0045,1,Undirected
S0030,S0046,1,Undirected
S0030,S0048,1,Undirected
S0031,S0032,2,Undirected
S0031,S0033,2,Undirected
S0031,S0034,2,Undirected
S0031,S0035,3,Undirected
S0031,S0036,3,Undirected
S0031,S0037,2,Undirected
S0031,S0038,1,Undirected
S0031,S0039,3,Undirected
S0031,S0040,1,Undirected
S0031,S0041,4,Undirected
S0031,S0042,2,Undirected
S0031,S0043,2,Undirected
S0031,S0045,3,Undirected
S0031,S0046,2,Undirected
S0031,S0047,2,Undirected
S0031,S0048,2,Undirected
S0031,S0049,1,Undirected
S0031,S0050,2,Undirected
S0032,S0033,1,Undirected
S0032,S0035,3,Undirected
S0032,S0036,1,Undirected
S0032,S0037,2,Undirected
S0032,S0039,2,Undirected
S0032,S0040,1,Undirected
S0032,S0041,1,Undirected
S0032,S0042,1,Undirected
S0032,S0044,1,Undirected
S0032,S0045,1,Undirected
S0032,S0046,1,Undirected
S0032,S0047,2,Undirected
S0032,S0048,1,Undirected
S0033,S0034,1,Undirected
S0033,S0035,5,Undirected
S0033,S0036,1,Undirected
S0033,S0037,5,Undirected
S0033,S0038,3,Undirected
S0033,S0039,1,Undirected
S0033,S0040,1,Undirected
S0033,S0042,2,Undirected
S0033,S0043,1,Undirected
S0033,S0044,1,Undirected
S0033,S0046,1,Undirected
S0033,S0047,4,Undirected
S0033,S0048,4,Undirected
S0034,S0035,1,Undirected
S0034,S0036,2,Undirected
S0034,S0037,1,Undirected
S0034,S0038,3,Undirected
S0034,S0040,1,Undirected
S0034,S0041,1,Undirected
S0034,S0043,1,Undirected
S0034,S0045,1,Undirected
S0034,S0046,1,Undirected
S0034,S0048,2,Undirected
S0034,S0049,1,Undirected
S0034,S0050,3,Undirected
S0035,S0036,2,Undirected
S0035,S0037,2,Undirected
S0035,S0038,2,Undirected
S0035,S0039,1,Undirected
S0035,S0040,1,Undirected
S0035,S0041,3,Undirected
S0035,S0042,3,Undirected
S0035,S0046,1,Undirected
S0035,S0047,5,Undirected
S0035,S0048,5,Undirected
S0035,S0049,4,Undirected
S0035,S0050,3,Undirected
S0036,S0039,2,Undirected
S0036,S0040,3,Undirected
S0036,S0042,1,Undirected
S0036,S0043,2,Undirected
S0036,S0044,3,Undirected
S0036,S0045,3,Undirected
S0036,S0046,1,Undirected
S0036,S0047,1,Undirected
S0036,S0048,1,Undirected
S0037,S0038,3,Undirected
S0037,S0039,3,Undirected
S0037,S0040,1,Undirected
S0037,S0041,3,Undirected
S0037,S0043,1,Undirected
S0037,S0044,1,Undirected
S0037,S0045,2,Undirected
S0037,S0047,1,Undirected
S0037,S0048,3,Undirected
S0037,S0049,1,Undirected
S0037,S0050,1,Undirected
S0038,S0039,2,Undirected
S0038,S0040,1,Undirected
S0038,S0041,3,Undirected
S0038,S0043,1,Undirected
S0038,S0044,1,Undirected
S0038,S0045,1,Undirected
S0038,S0048,2,Undirected
S0038,S0049,2,Undirected
S0038,S0050,3,Undirected
S0039,S0040,3,Undirected
S0039,S0041,3,Undirected
S0039,S0043,1,Undirected
S0039,S0044,1,Undirected
S0039,S0045,4,Undirected
S0039,S0048,3,Undirected
S0040,S0043,3,Undirected
S0040,S0044,2,Undirected
S0040,S0045,2,Undirected
S0040,S0048,1,Undirected
S0041,S0045,4,Undirected
S0041,S0048,2,Undirected
S0041,S0049,3,Undirected
S0041,S0050,3,Undirected
S0042,S0047,3,Undirected
S0043,S0044,2,Undirected
S0043,S0045,1,Undirected
S0043,S0046,2,Undirected
S0044,S0045,2,Undirected
S0044,S0046,2,Undirected
S0045,S0048,2,Undirected
S0046,S0047,1,Undirected
S0046,S0048,2,Undirected
S0046,S0050,1,Undirected
S0047,S0048,1,Undirected
S0048,S0049,2,Undirected
S0048,S0050,2,Undirected
S0049,S0050,3,Undirected
