studentId,resourceId,timestamp,rating,comment
S0009,R0042,2023-09-09T19:50:15.902562,2,Found this hard to follow.
S0009,R0130,2023-09-12T06:29:50.994530,3,Covered the basics.
S0009,R0101,2023-09-19T23:49:32.306360,4,Loved this resource.
S0009,R0019,2023-09-01T22:46:13.928344,4,Very clear.
S0010,R0020,2023-09-27T03:34:50.029851,4,Well presented.
S0010,R0017,2023-09-14T04:28:59.838690,5,Great content on a topic I enjoy!
S0010,R0147,2023-09-29T16:13:09.656916,4,"Really helpful, thanks."
S0010,R0024,2023-09-10T12:40:38.817080,5,"Really helpful, thanks."
S0010,R0132,2023-09-08T06:27:19.155322,5,Well presented.
S0010,R0078,2023-09-01T10:59:01.082846,4,Very clear.
S0010,R0090,2023-09-23T13:29:59.493706,3,Neither good nor bad.
S0010,R0131,2023-09-16T02:55:48.163585,4,Great content on a topic I enjoy!
S0010,R0040,2023-09-15T05:13:37.640944,5,Excellent explanation!
S0010,R0067,2023-09-19T08:37:17.040409,3,Helped a little.
S0011,R0010,2023-09-13T11:25:07.430784,3,Helped a little.
S0011,R0146,2023-09-10T19:53:47.064153,4,Loved this resource.
S0011,R0104,2023-09-20T22:01:38.786466,4,"Really helpful, thanks."
S0011,R0015,2023-09-17T03:14:02.515158,3,Covered the basics.
S0011,R0063,2023-09-26T04:11:31.688206,3,Neither good nor bad.
S0011,R0126,2023-09-20T01:05:18.480767,3,Covered the basics.
S0011,R0076,2023-09-07T13:24:24.226748,5,Well presented.
S0011,R0060,2023-09-06T05:34:10.509905,5,Excellent explanation!
S0011,R0111,2023-09-03T00:25:53.231480,3,Neither good nor bad.
S0011,R0048,2023-09-14T03:44:14.893110,3,Neither good nor bad.
S0011,R0091,2023-09-05T12:17:01.005970,4,Excellent explanation!
S0011,R0094,2023-09-13T00:16:18.773639,4,Loved this resource.
S0012,R0140,2023-09-15T02:41:47.026829,3,Helped a little.
S0012,R0031,2023-09-01T05:21:00.762431,3,It was okay.
S0012,R0109,2023-09-10T12:22:23.375038,4,Very clear.
S0012,R0056,2023-09-16T10:40:38.330817,3,Neither good nor bad.
S0012,R0095,2023-09-03T02:09:52.364261,4,Very clear.
S0012,R0017,2023-09-17T16:43:42.153142,3,Decent overview.
S0013,R0010,2023-09-01T14:30:58.194292,3,Neither good nor bad.
S0013,R0070,2023-09-27T16:09:35.089963,4,Perfect for my kinaesthetic style.
S0013,R0145,2023-09-12T14:42:47.059762,4,Well presented.
S0013,R0128,2023-09-10T15:48:56.740519,4,"Really helpful, thanks."
S0013,R0051,2023-09-06T14:57:25.126422,3,Helped a little.
S0013,R0097,2023-09-07T20:26:35.227921,4,"Really helpful, thanks."
S0013,R0027,2023-09-06T03:17:37.340690,3,It was okay.
S0013,R0046,2023-09-20T18:04:08.043266,4,Loved this resource.
S0013,R0059,2023-09-10T04:01:57.614036,4,Perfect for my kinaesthetic style.
S0013,R0129,2023-09-18T03:37:41.342716,3,Decent overview.
S0013,R0081,2023-09-02T15:35:43.711370,3,It was okay.
S0013,R0023,2023-09-18T20:02:45.018014,4,Excellent explanation!
S0013,R0064,2023-09-14T01:00:52.767868,3,It was okay.
S0013,R0021,2023-09-05T08:59:57.513769,3,Helped a little.
S0014,R0090,2023-09-13T16:40:47.132109,4,Great content on a topic I enjoy!
S0014,R0080,2023-09-20T16:30:46.128634,5,Very clear.
S0014,R0130,2023-09-21T23:43:07.045974,4,Very clear.
S0014,R0010,2023-09-20T05:52:26.492809,4,Well presented.
S0014,R0119,2023-09-09T23:28:08.377109,3,It was okay.
S0015,R0124,2023-09-27T11:03:49.672364,5,Great content on a topic I enjoy!
S0015,R0036,2023-09-10T21:50:44.563962,4,"Really helpful, thanks."
S0015,R0047,2023-09-15T17:21:07.344203,4,Excellent explanation!
S0015,R0133,2023-09-11T22:11:49.308333,5,Well presented.
S0015,R0146,2023-09-07T21:19:15.672745,4,Great content on a topic I enjoy!
S0015,R0063,2023-09-27T05:09:58.101637,4,Loved this resource.
S0015,R0068,2023-09-13T03:23:16.567454,4,Well presented.
S0015,R0004,2023-09-17T01:57:37.291735,4,Very clear.
S0015,R0123,2023-09-05T06:33:16.792453,4,Well presented.
S0015,R0019,2023-09-15T13:23:49.026575,5,Loved this resource.
S0015,R0111,2023-09-23T22:48:03.325275,3,Decent overview.
S0016,R0079,2023-09-01T13:13:36.134033,5,Excellent explanation!
S0016,R0126,2023-09-07T21:23:51.351872,5,Very clear.
S0016,R0062,2023-09-18T07:19:49.345687,4,Loved this resource.
S0016,R0063,2023-09-11T05:33:35.868887,3,Helped a little.
S0016,R0023,2023-09-15T17:06:00.276550,5,Well presented.
S0016,R0138,2023-09-29T10:48:12.377145,3,Neither good nor bad.
S0016,R0087,2023-09-04T00:09:00.186407,5,Great content on a topic I enjoy!
S0017,R0111,2023-09-24T14:12:07.813537,3,Decent overview.
S0017,R0121,2023-09-24T12:48:08.591637,4,"Really helpful, thanks."
S0017,R0063,2023-09-06T20:18:26.391652,4,Very clear.
S0017,R0070,2023-09-15T22:42:25.121236,4,Very clear.
S0017,R0081,2023-09-09T07:07:59.459894,3,Covered the basics.
S0017,R0114,2023-09-24T04:20:32.346300,4,Excellent explanation!
S0017,R0064,2023-09-10T19:58:10.176139,4,Loved this resource.
S0017,R0100,2023-09-08T17:38:15.375402,3,Helped a little.
S0017,R0094,2023-09-16T19:39:00.649987,3,Covered the basics.
S0017,R0130,2023-09-13T22:21:26.536022,3,Decent overview.
S0017,R0126,2023-09-02T05:28:45.096037,3,Neither good nor bad.
S0017,R0097,2023-09-03T04:13:43.142994,3,It was okay.
S0017,R0127,2023-09-28T15:08:29.111318,3,Covered the basics.
S0017,R0131,2023-09-04T15:51:21.948892,4,Excellent explanation!
S0018,R0096,2023-09-05T10:47:34.662197,3,Helped a little.
S0018,R0118,2023-09-04T23:50:08.862175,3,Helped a little.
S0018,R0064,2023-09-01T18:02:08.466869,3,It was okay.
S0018,R0101,2023-09-08T14:11:47.640858,4,Excellent explanation!
S0018,R0090,2023-09-21T03:00:37.894192,4,Very clear.
S0018,R0058,2023-09-06T00:10:07.785598,3,Neither good nor bad.
S0018,R0006,2023-09-20T08:48:59.379049,4,Very clear.
S0018,R0100,2023-09-21T15:25:08.891000,4,"Really helpful, thanks."
S0019,R0095,2023-09-23T22:05:58.741160,5,"Really helpful, thanks."
S0019,R0029,2023-09-26T15:26:07.897189,5,Well presented.
S0019,R0081,2023-09-04T15:13:38.785629,5,Excellent explanation!
S0019,R0131,2023-09-19T13:17:47.669421,4,Well presented.
S0019,R0013,2023-09-05T10:29:55.553640,5,Well presented.
S0019,R0120,2023-09-08T06:25:16.662185,5,Excellent explanation!
S0019,R0055,2023-09-19T14:07:38.097840,4,Well presented.
S0019,R0022,2023-09-25T10:24:03.178307,5,Very clear.
S0019,R0040,2023-09-07T02:43:21.476181,4,Perfect for my kinaesthetic style.
S0019,R0028,2023-09-15T00:07:46.536420,4,Very clear.
S0019,R0010,2023-09-15T01:02:19.631597,4,Loved this resource.
S0019,R0119,2023-09-11T17:53:45.520235,4,Great content on a topic I enjoy!
S0019,R0051,2023-09-02T11:13:16.619135,4,Excellent explanation!
S0019,R0127,2023-09-24T14:10:50.092039,3,Covered the basics.
S0020,R0124,2023-09-15T11:08:12.325361,3,Neither good nor bad.
S0020,R0040,2023-09-17T22:00:27.006991,5,"Really helpful, thanks."
S0020,R0101,2023-09-16T13:32:12.341418,5,Very clear.
S0020,R0082,2023-09-02T07:29:19.343687,5,Very clear.
S0020,R0058,2023-09-23T04:01:30.949810,4,Loved this resource.
S0020,R0010,2023-09-24T01:14:54.495431,3,Decent overview.
S0020,R0141,2023-09-02T03:05:02.833827,4,Excellent explanation!
S0020,R0054,2023-09-28T00:13:57.503744,4,Very clear.
S0020,R0097,2023-09-21T13:16:58.459005,4,Loved this resource.
S0020,R0064,2023-09-24T02:32:28.861783,3,Decent overview.
S0020,R0134,2023-09-17T18:37:05.286824,5,Great content on a topic I enjoy!
S0020,R0078,2023-09-05T06:51:06.814717,4,Loved this resource.
S0020,R0063,2023-09-13T18:57:46.231432,4,Excellent explanation!
S0020,R0081,2023-09-26T07:28:52.051451,4,Loved this resource.
S0021,R0035,2023-09-16T05:43:55.550548,4,Loved this resource.
S0021,R0121,2023-09-20T17:47:56.900904,4,Great content on a topic I enjoy!
S0021,R0101,2023-09-28T07:16:26.184878,4,"Really helpful, thanks."
S0021,R0027,2023-09-17T06:05:57.706096,4,Very clear.
S0021,R0080,2023-09-24T17:35:26.564103,4,Loved this resource.
S0022,R0024,2023-09-07T04:56:05.346318,4,Loved this resource.
S0022,R0039,2023-09-22T11:39:36.431191,3,Helped a little.
S0022,R0047,2023-09-14T16:47:35.229467,4,Perfect for my reading/writing style.
S0022,R0074,2023-09-12T19:12:27.310596,4,"Really helpful, thanks."
S0022,R0046,2023-09-10T07:31:57.794430,4,Very clear.
S0022,R0128,2023-09-27T11:36:28.400638,5,Excellent explanation!
S0022,R0067,2023-09-28T21:38:36.385937,5,Great content on a topic I enjoy!
S0023,R0060,2023-09-09T06:03:17.676128,3,Decent overview.
S0023,R0081,2023-09-14T13:44:32.838822,3,Helped a little.
S0023,R0057,2023-09-19T19:12:23.744670,2,Could be explained better.
S0023,R0138,2023-09-20T13:22:59.496120,4,Well presented.
S0023,R0058,2023-09-24T23:35:05.706212,4,Loved this resource.
S0023,R0103,2023-09-29T11:15:10.418179,3,Covered the basics.
S0023,R0087,2023-09-07T19:55:22.051020,3,Neither good nor bad.
S0023,R0091,2023-09-08T14:02:27.574683,3,It was okay.
S0023,R0071,2023-09-05T15:09:46.477290,2,Not very engaging.
S0024,R0090,2023-09-07T09:42:39.855666,4,Well presented.
S0024,R0089,2023-09-16T22:16:01.985295,5,Great content on a topic I enjoy!
S0024,R0080,2023-09-03T08:58:54.239899,5,Great content on a topic I enjoy!
S0024,R0130,2023-09-06T20:42:04.025379,4,Well presented.
S0024,R0018,2023-09-17T21:52:14.823102,5,Perfect for my visual style.
S0024,R0027,2023-09-17T08:28:55.865383,5,Loved this resource.
S0024,R0031,2023-09-03T02:49:42.780134,5,Well presented.
S0024,R0096,2023-09-01T22:05:14.892835,5,Loved this resource.
S0024,R0131,2023-09-11T21:26:57.449494,5,Loved this resource.
S0024,R0098,2023-09-04T10:34:07.263950,3,Decent overview.
S0024,R0073,2023-09-22T22:18:03.141871,3,It was okay.
S0024,R0003,2023-09-11T00:55:37.831985,4,Loved this resource.
S0024,R0040,2023-09-07T23:30:13.466605,5,Excellent explanation!
S0024,R0074,2023-09-22T11:24:59.726239,5,"Really helpful, thanks."
S0024,R0150,2023-09-29T19:27:52.110379,4,Well presented.
S0025,R0102,2023-09-09T18:01:40.968697,5,"Really helpful, thanks."
S0025,R0146,2023-09-26T12:16:51.125199,4,Well presented.
S0025,R0100,2023-09-20T11:15:15.830003,4,Perfect for my visual style.
S0025,R0076,2023-09-22T21:04:24.973240,3,Covered the basics.
S0025,R0088,2023-09-17T07:25:14.235285,4,Excellent explanation!
S0025,R0117,2023-09-10T13:51:46.956825,2,A bit confusing.
S0025,R0098,2023-09-08T18:50:57.354529,5,Excellent explanation!
S0025,R0033,2023-09-22T00:06:59.208974,3,Helped a little.
S0026,R0006,2023-09-28T18:05:08.711976,3,Decent overview.
S0026,R0060,2023-09-22T15:49:40.592314,4,Excellent explanation!
S0026,R0070,2023-09-27T12:55:40.857158,4,Loved this resource.
S0026,R0097,2023-09-19T19:30:36.189492,4,Well presented.
S0026,R0008,2023-09-03T20:37:52.785010,3,Neither good nor bad.
S0026,R0076,2023-09-02T07:49:04.626461,4,Loved this resource.
S0026,R0057,2023-09-17T19:05:00.515479,2,Didn't quite get it.
S0026,R0111,2023-09-17T12:34:24.603031,3,Neither good nor bad.
S0026,R0029,2023-09-08T11:05:57.923930,4,Very clear.
S0026,R0085,2023-09-22T06:00:34.117090,3,Covered the basics.
S0026,R0079,2023-09-27T14:09:43.110818,3,Covered the basics.
S0026,R0081,2023-09-28T09:51:03.331425,4,Excellent explanation!
S0026,R0063,2023-09-02T23:18:20.474637,3,Covered the basics.
S0027,R0028,2023-09-27T11:16:30.044984,4,Well presented.
S0027,R0043,2023-09-16T08:28:28.855926,3,It was okay.
S0027,R0138,2023-09-04T02:29:00.363737,4,"Really helpful, thanks."
S0027,R0103,2023-09-24T01:16:32.473668,4,Very clear.
S0027,R0014,2023-09-25T00:19:52.344424,5,Great content on a topic I enjoy!
S0027,R0051,2023-09-01T06:34:38.352602,4,Perfect for my visual style.
S0027,R0029,2023-09-26T22:46:28.861145,5,Excellent explanation!
S0028,R0014,2023-09-14T18:56:53.520724,4,Well presented.
S0028,R0060,2023-09-17T08:12:10.315359,3,Helped a little.
S0028,R0063,2023-09-18T00:34:37.662394,4,"Really helpful, thanks."
S0028,R0022,2023-09-25T04:55:00.443366,3,Helped a little.
S0028,R0010,2023-09-15T12:33:06.569063,3,It was okay.
S0029,R0060,2023-09-18T13:11:50.802964,3,Decent overview.
S0029,R0004,2023-09-19T09:20:58.457017,3,It was okay.
S0029,R0045,2023-09-13T12:33:58.214098,3,Neither good nor bad.
S0029,R0059,2023-09-24T03:26:47.043480,3,Decent overview.
S0029,R0067,2023-09-22T10:48:00.292060,3,Covered the basics.
S0029,R0087,2023-09-13T21:32:10.183335,2,Not very engaging.
S0029,R0030,2023-09-17T03:39:41.696734,2,Could be explained better.
S0029,R0064,2023-09-03T16:46:21.811008,2,Didn't quite get it.
S0029,R0025,2023-09-12T05:54:30.575979,3,Neither good nor bad.
S0029,R0020,2023-09-05T21:58:23.572886,3,Neither good nor bad.
S0030,R0048,2023-09-23T16:44:09.493509,4,Loved this resource.
S0030,R0121,2023-09-01T04:42:36.320832,3,Decent overview.
S0030,R0101,2023-09-29T06:03:39.103370,4,Great content on a topic I enjoy!
S0030,R0105,2023-09-29T02:13:57.915609,4,Loved this resource.
S0030,R0069,2023-09-12T09:28:58.261075,4,Great content on a topic I enjoy!
S0030,R0074,2023-09-01T18:44:01.001897,5,Well presented.
S0030,R0058,2023-09-24T18:00:00.127192,3,It was okay.
S0030,R0045,2023-09-20T02:25:45.933955,3,Decent overview.
S0030,R0088,2023-09-17T21:14:30.614548,3,Neither good nor bad.
S0031,R0122,2023-09-18T05:17:55.250070,5,Well presented.
S0031,R0020,2023-09-02T06:49:49.795303,3,Helped a little.
S0031,R0127,2023-09-01T07:20:28.499489,5,Excellent explanation!
S0031,R0063,2023-09-11T20:23:13.989092,4,Loved this resource.
S0031,R0060,2023-09-27T16:42:03.927928,3,Neither good nor bad.
S0031,R0111,2023-09-11T02:25:01.223250,4,Loved this resource.
S0031,R0025,2023-09-25T15:01:45.428162,3,It was okay.
S0031,R0079,2023-09-05T15:27:16.038021,5,Well presented.
S0031,R0104,2023-09-13T12:45:56.084007,4,Great content on a topic I enjoy!
S0031,R0094,2023-09-06T23:13:33.591503,4,"Really helpful, thanks."
S0031,R0015,2023-09-10T10:53:07.794502,5,Very clear.
S0031,R0139,2023-09-12T09:12:38.260718,5,Well presented.
S0031,R0039,2023-09-27T15:24:11.071957,5,Very clear.
S0032,R0102,2023-09-15T19:32:02.792987,3,Covered the basics.
S0032,R0059,2023-09-27T15:44:09.793368,4,Great content on a topic I enjoy!
S0032,R0100,2023-09-10T02:56:51.684734,3,Covered the basics.
S0032,R0086,2023-09-28T22:49:30.166438,4,Loved this resource.
S0032,R0065,2023-09-05T20:24:30.338100,5,Loved this resource.
S0032,R0088,2023-09-17T09:41:33.795547,3,Neither good nor bad.
S0032,R0054,2023-09-23T11:28:43.202616,3,Decent overview.
S0032,R0095,2023-09-16T20:15:42.765143,3,Neither good nor bad.
S0032,R0020,2023-09-26T00:05:27.381647,5,Very clear.
S0032,R0045,2023-09-11T04:02:20.635495,4,Great content on a topic I enjoy!
S0032,R0124,2023-09-24T08:35:11.700189,3,Covered the basics.
S0032,R0068,2023-09-09T09:22:33.374826,4,Very clear.
S0032,R0042,2023-09-27T15:27:46.884361,4,Loved this resource.
S0032,R0103,2023-09-21T15:07:50.933251,3,Covered the basics.
S0033,R0139,2023-09-11T21:07:11.784652,3,Neither good nor bad.
S0033,R0067,2023-09-14T04:28:05.418321,3,Decent overview.
S0033,R0111,2023-09-22T04:43:43.062568,4,Excellent explanation!
S0033,R0062,2023-09-07T07:36:34.685174,4,Loved this resource.
S0033,R0112,2023-09-10T19:04:39.316796,3,Decent overview.
S0033,R0070,2023-09-26T22:19:53.911181,3,Decent overview.
S0033,R0060,2023-09-01T11:19:54.556505,3,Neither good nor bad.
S0033,R0136,2023-09-06T20:48:48.497949,4,Loved this resource.
S0034,R0125,2023-09-19T23:35:35.603648,4,Excellent explanation!
S0034,R0026,2023-09-07T18:57:50.809223,4,Great content on a topic I enjoy!
S0034,R0030,2023-09-16T01:31:59.524418,3,Covered the basics.
S0034,R0087,2023-09-14T20:28:45.724946,5,"Really helpful, thanks."
S0034,R0070,2023-09-23T10:19:42.587835,3,Neither good nor bad.
S0034,R0020,2023-09-19T20:24:50.646088,3,Helped a little.
S0034,R0007,2023-09-25T22:32:02.101643,5,Loved this resource.
S0035,R0074,2023-09-10T02:53:40.390997,3,Neither good nor bad.
S0035,R0067,2023-09-23T14:09:46.361337,4,Very clear.
S0035,R0143,2023-09-09T13:41:50.163592,3,Neither good nor bad.
S0035,R0088,2023-09-16T07:41:14.656746,4,Excellent explanation!
S0035,R0097,2023-09-13T04:55:15.671423,3,Helped a little.
S0035,R0036,2023-09-01T09:36:00.807497,5,Excellent explanation!
S0036,R0140,2023-09-13T06:48:30.109246,4,Loved this resource.
S0036,R0080,2023-09-29T06:07:19.615839,4,"Really helpful, thanks."
S0036,R0013,2023-09-02T22:00:57.953521,5,Great content on a topic I enjoy!
S0036,R0132,2023-09-14T03:32:48.488060,3,It was okay.
S0036,R0101,2023-09-04T23:29:57.879559,4,Perfect for my visual style.
S0036,R0002,2023-09-11T18:49:16.046042,5,"Really helpful, thanks."
S0036,R0074,2023-09-16T04:36:09.112206,4,Very clear.
S0036,R0027,2023-09-05T20:08:58.017437,4,Well presented.
S0037,R0131,2023-09-01T08:33:08.995802,4,Great content on a topic I enjoy!
S0037,R0119,2023-09-17T00:47:38.014055,5,Excellent explanation!
S0037,R0055,2023-09-24T22:53:38.072056,4,Very clear.
S0037,R0142,2023-09-02T23:58:22.082483,5,Loved this resource.
S0037,R0027,2023-09-09T10:57:00.659148,4,"Really helpful, thanks."
S0037,R0022,2023-09-22T05:47:40.136534,4,"Really helpful, thanks."
S0037,R0034,2023-09-19T10:36:55.873084,3,Decent overview.
S0038,R0069,2023-09-16T08:45:03.183789,4,"Really helpful, thanks."
S0038,R0031,2023-09-27T17:12:25.144087,4,Excellent explanation!
S0038,R0127,2023-09-17T20:12:58.883954,5,Excellent explanation!
S0038,R0121,2023-09-07T20:47:35.258569,4,"Really helpful, thanks."
S0038,R0064,2023-09-07T18:35:36.289465,5,Very clear.
S0039,R0022,2023-09-04T12:01:57.968407,3,Neither good nor bad.
S0039,R0019,2023-09-24T10:05:14.804368,3,Covered the basics.
S0039,R0028,2023-09-08T04:45:36.998874,4,Perfect for my visual style.
S0039,R0006,2023-09-28T14:39:33.258058,5,Excellent explanation!
S0039,R0103,2023-09-01T08:19:19.266693,4,Excellent explanation!
S0039,R0118,2023-09-03T10:29:29.181346,4,Perfect for my visual style.
S0039,R0023,2023-09-03T16:01:01.677019,4,"Really helpful, thanks."
S0039,R0104,2023-09-13T13:28:36.618809,3,Helped a little.
S0040,R0023,2023-09-07T05:26:32.675118,3,Decent overview.
S0040,R0049,2023-09-18T19:25:05.441280,3,It was okay.
S0040,R0070,2023-09-14T21:24:19.898108,3,Helped a little.
S0040,R0094,2023-09-08T05:24:24.615271,3,Helped a little.
S0040,R0033,2023-09-14T21:51:37.330078,4,Very clear.
S0040,R0062,2023-09-08T20:13:23.651757,4,Loved this resource.
S0040,R0002,2023-09-02T16:46:46.186585,3,Decent overview.
S0040,R0007,2023-09-03T21:41:36.595551,4,"Really helpful, thanks."
S0040,R0027,2023-09-23T03:46:42.987747,4,Excellent explanation!
S0040,R0101,2023-09-28T02:54:12.234009,4,Very clear.
S0040,R0082,2023-09-27T12:07:48.298344,3,Decent overview.
S0041,R0080,2023-09-16T17:19:07.401571,3,Neither good nor bad.
S0041,R0015,2023-09-01T00:28:32.568539,3,Neither good nor bad.
S0041,R0082,2023-09-02T17:27:03.420505,3,Decent overview.
S0041,R0030,2023-09-21T10:21:30.436924,5,Very clear.
S0041,R0035,2023-09-28T12:17:26.513845,4,Perfect for my kinaesthetic style.
S0042,R0005,2023-09-23T19:44:46.635527,5,Well presented.
S0042,R0022,2023-09-22T03:15:58.843193,4,"Really helpful, thanks."
S0042,R0010,2023-09-18T11:15:45.045165,5,"Really helpful, thanks."
S0042,R0028,2023-09-22T14:45:32.242892,4,Very clear.
S0042,R0011,2023-09-19T12:48:55.694814,5,Perfect for my reading/writing style.
S0042,R0006,2023-09-23T19:45:57.327261,3,Decent overview.
S0042,R0145,2023-09-26T15:38:53.485155,3,Covered the basics.
S0042,R0014,2023-09-19T21:04:29.337337,4,Well presented.
S0042,R0149,2023-09-08T13:44:41.590132,4,Very clear.
S0042,R0055,2023-09-10T19:12:48.983892,4,Excellent explanation!
S0042,R0058,2023-09-05T13:20:39.224480,5,Loved this resource.
S0042,R0103,2023-09-08T16:37:27.406083,5,Well presented.
S0042,R0114,2023-09-02T13:56:07.356432,4,"Really helpful, thanks."
S0042,R0092,2023-09-01T17:54:43.351709,5,Excellent explanation!
S0042,R0044,2023-09-15T04:24:40.972450,4,Loved this resource.
S0043,R0028,2023-09-02T07:03:12.166523,4,Loved this resource.
