Source,Target,Weight,Type
S0003,S0030,1,Undirected
S0003,S0035,2,Undirected
S0003,S0040,2,Undirected
S0003,S0041,1,Undirected
S0003,S0043,1,Undirected
S0003,S0045,1,Undirected
S0003,S0046,1,Undirected
S0003,S0049,2,Undirected
S0003,S0051,1,Undirected
S0003,S0054,1,Undirected
S0003,S0057,2,Undirected
S0003,S0059,2,Undirected
S0003,S0060,1,Undirected
S0003,S0062,1,Undirected
S0003,S0063,2,Undirected
S0003,S0065,1,Undirected
S0003,S0068,1,Undirected
S0003,S0069,1,Undirected
S0003,S0071,2,Undirected
S0003,S0072,2,Undirected
S0003,S0075,2,Undirected
S0003,S0077,2,Undirected
S0003,S0079,2,Undirected
S0003,S0080,2,Undirected
S0003,S0081,1,Undirected
S0003,S0082,1,Undirected
S0003,S0084,2,Undirected
S0003,S0086,3,Undirected
S0003,S0087,1,Undirected
S0003,S0089,2,Undirected
S0003,S0090,3,Undirected
S0003,S0091,1,Undirected
S0003,S0093,2,Undirected
S0003,S0094,1,Undirected
S0003,S0095,2,Undirected
S0003,S0096,1,Undirected
S0003,S0097,2,Undirected
S0003,S0098,1,Undirected
S0003,S0100,1,Undirected
S0003,S0101,1,Undirected
S0003,S0102,1,Undirected
S0003,S0105,1,Undirected
S0003,S0106,3,Undirected
S0003,S0107,2,Undirected
S0003,S0108,1,Undirected
S0003,S0110,1,Undirected
S0003,S0113,3,Undirected
S0003,S0115,2,Undirected
S0003,S0116,1,Undirected
S0003,S0117,1,Undirected
S0003,S0118,2,Undirected
S0003,S0120,3,Undirected
S0003,S0121,2,Undirected
S0003,S0122,1,Undirected
S0003,S0125,1,Undirected
S0003,S0126,1,Undirected
S0003,S0129,1,Undirected
S0003,S0130,2,Undirected
S0003,S0132,3,Undirected
S0003,S0133,2,Undirected
S0003,S0134,1,Undirected
S0003,S0135,2,Undirected
S0003,S0138,2,Undirected
S0003,S0140,2,Undirected
S0003,S0141,2,Undirected
S0003,S0143,1,Undirected
S0003,S0144,2,Undirected
S0003,S0145,1,Undirected
S0003,S0147,2,Undirected
S0003,S0149,2,Undirected
S0003,S0152,2,Undirected
S0003,S0153,2,Undirected
S0003,S0154,1,Undirected
S0003,S0155,2,Undirected
S0003,S0156,1,Undirected
S0003,S0157,2,Undirected
S0003,S0158,1,Undirected
S0003,S0160,2,Undirected
S0003,S0161,2,Undirected
S0003,S0162,3,Undirected
S0003,S0163,1,Undirected
S0003,S0164,1,Undirected
S0003,S0165,2,Undirected
S0003,S0166,2,Undirected
S0003,S0167,1,Undirected
S0003,S0168,2,Undirected
S0003,S0169,1,Undirected
S0003,S0170,2,Undirected
S0003,S0171,3,Undirected
S0003,S0173,2,Undirected
S0003,S0175,1,Undirected
S0003,S0176,1,Undirected
S0003,S0178,1,Undirected
S0003,S0179,4,Undirected
S0003,S0181,2,Undirected
S0003,S0182,2,Undirected
S0003,S0183,4,Undirected
S0003,S0188,1,Undirected
S0003,S0191,1,Undirected
S0003,S0196,2,Undirected
S0003,S0197,3,Undirected
S0003,S0199,1,Undirected
S0003,S0201,1,Undirected
S0003,S0202,3,Undirected
S0003,S0203,1,Undirected
S0003,S0207,2,Undirected
S0003,S0210,4,Undirected
S0003,S0213,2,Undirected
S0003,S0214,2,Undirected
S0003,S0215,1,Undirected
S0003,S0218,2,Undirected
S0003,S0219,1,Undirected
S0003,S0221,2,Undirected
S0003,S0222,3,Undirected
S0003,S0224,2,Undirected
S0003,S0226,2,Undirected
S0003,S0227,2,Undirected
S0003,S0228,2,Undirected
S0003,S0229,2,Undirected
S0003,S0230,2,Undirected
S0003,S0232,2,Undirected
S0003,S0233,2,Undirected
S0003,S0234,1,Undirected
S0003,S0236,2,Undirected
S0003,S0239,1,Undirected
S0003,S0241,1,Undirected
S0003,S0243,2,Undirected
S0003,S0244,1,Undirected
S0003,S0245,1,Undirected
S0003,S0248,1,Undirected
S0003,S0249,2,Undirected
S0003,S0250,2,Undirected
S0004,S0005,1,Undirected
S0004,S0006,4,Undirected
S0004,S0010,4,Undirected
S0004,S0011,2,Undirected
S0004,S0013,1,Undirected
S0004,S0015,3,Undirected
S0004,S0017,4,Undirected
S0004,S0018,3,Undirected
S0004,S0022,4,Undirected
S0004,S0024,1,Undirected
S0004,S0025,4,Undirected
S0004,S0027,2,Undirected
S0004,S0028,2,Undirected
S0004,S0029,5,Undirected
S0004,S0030,3,Undirected
S0004,S0031,1,Undirected
S0004,S0032,1,Undirected
S0004,S0033,1,Undirected
S0004,S0036,1,Undirected
S0004,S0040,6,Undirected
S0004,S0043,3,Undirected
S0004,S0045,3,Undirected
S0004,S0046,3,Undirected
S0004,S0051,1,Undirected
S0004,S0052,1,Undirected
S0004,S0054,4,Undirected
S0004,S0055,2,Undirected
S0004,S0056,1,Undirected
S0004,S0057,4,Undirected
S0004,S0060,1,Undirected
S0004,S0062,2,Undirected
S0004,S0063,3,Undirected
S0004,S0064,1,Undirected
S0004,S0065,2,Undirected
S0004,S0067,2,Undirected
S0004,S0068,3,Undirected
S0004,S0069,2,Undirected
S0004,S0070,3,Undirected
S0004,S0071,5,Undirected
S0004,S0074,1,Undirected
S0004,S0078,1,Undirected
S0004,S0079,2,Undirected
S0004,S0080,2,Undirected
S0004,S0081,2,Undirected
S0004,S0083,2,Undirected
S0004,S0084,1,Undirected
S0004,S0085,1,Undirected
S0004,S0087,1,Undirected
S0004,S0089,1,Undirected
S0004,S0090,3,Undirected
S0004,S0091,1,Undirected
S0004,S0094,3,Undirected
S0004,S0095,2,Undirected
S0004,S0097,2,Undirected
S0004,S0098,3,Undirected
S0004,S0099,1,Undirected
S0004,S0101,1,Undirected
S0004,S0104,2,Undirected
S0004,S0106,3,Undirected
S0004,S0107,1,Undirected
S0004,S0108,1,Undirected
S0004,S0109,3,Undirected
S0004,S0110,3,Undirected
S0004,S0112,3,Undirected
S0004,S0113,2,Undirected
S0004,S0114,1,Undirected
S0004,S0115,2,Undirected
S0004,S0116,3,Undirected
S0004,S0117,4,Undirected
S0004,S0119,1,Undirected
S0004,S0120,4,Undirected
S0004,S0121,1,Undirected
S0004,S0123,2,Undirected
S0004,S0125,1,Undirected
S0004,S0126,1,Undirected
S0004,S0127,1,Undirected
S0004,S0128,2,Undirected
S0004,S0129,1,Undirected
S0004,S0130,3,Undirected
S0004,S0132,1,Undirected
S0004,S0133,2,Undirected
S0004,S0134,1,Undirected
S0004,S0135,1,Undirected
S0004,S0137,1,Undirected
S0004,S0138,2,Undirected
S0004,S0140,5,Undirected
S0004,S0141,2,Undirected
S0004,S0142,1,Undirected
S0004,S0143,2,Undirected
S0004,S0144,1,Undirected
S0004,S0145,3,Undirected
S0004,S0146,1,Undirected
S0004,S0148,1,Undirected
S0004,S0149,5,Undirected
S0004,S0150,1,Undirected
S0004,S0152,2,Undirected
S0004,S0154,3,Undirected
S0004,S0157,1,Undirected
S0004,S0158,3,Undirected
S0004,S0159,2,Undirected
S0004,S0160,4,Undirected
S0004,S0162,3,Undirected
S0004,S0163,1,Undirected
S0004,S0164,1,Undirected
S0004,S0166,7,Undirected
S0004,S0167,2,Undirected
S0004,S0168,4,Undirected
S0004,S0169,3,Undirected
S0004,S0170,1,Undirected
S0004,S0171,2,Undirected
S0004,S0174,2,Undirected
S0004,S0178,2,Undirected
S0004,S0179,5,Undirected
S0004,S0180,2,Undirected
S0004,S0181,4,Undirected
S0004,S0182,2,Undirected
S0004,S0183,4,Undirected
S0004,S0185,3,Undirected
S0004,S0190,1,Undirected
S0004,S0191,1,Undirected
S0004,S0194,1,Undirected
S0004,S0197,2,Undirected
S0004,S0198,1,Undirected
S0004,S0199,1,Undirected
S0004,S0200,1,Undirected
S0004,S0201,2,Undirected
S0004,S0203,3,Undirected
S0004,S0206,1,Undirected
S0004,S0207,3,Undirected
S0004,S0208,1,Undirected
S0004,S0209,1,Undirected
S0004,S0210,3,Undirected
S0004,S0211,1,Undirected
S0004,S0213,2,Undirected
S0004,S0214,3,Undirected
S0004,S0215,4,Undirected
S0004,S0218,3,Undirected
S0004,S0219,4,Undirected
S0004,S0221,3,Undirected
S0004,S0222,1,Undirected
S0004,S0224,1,Undirected
S0004,S0226,4,Undirected
S0004,S0227,1,Undirected
S0004,S0228,1,Undirected
S0004,S0230,1,Undirected
S0004,S0233,3,Undirected
S0004,S0234,1,Undirected
S0004,S0235,2,Undirected
S0004,S0237,1,Undirected
S0004,S0238,1,Undirected
S0004,S0239,3,Undirected
S0004,S0241,5,Undirected
S0004,S0243,3,Undirected
S0004,S0245,1,Undirected
S0004,S0248,1,Undirected
S0004,S0249,4,Undirected
S0005,S0010,2,Undirected
S0005,S0011,1,Undirected
S0005,S0015,4,Undirected
S0005,S0018,1,Undirected
S0005,S0021,3,Undirected
S0005,S0022,1,Undirected
S0005,S0023,3,Undirected
S0005,S0024,1,Undirected
S0005,S0025,2,Undirected
S0005,S0027,3,Undirected
S0005,S0029,3,Undirected
S0005,S0030,2,Undirected
S0005,S0032,1,Undirected
S0005,S0034,1,Undirected
S0005,S0035,1,Undirected
S0005,S0038,2,Undirected
S0005,S0046,1,Undirected
S0005,S0050,1,Undirected
S0005,S0051,4,Undirected
S0005,S0052,1,Undirected
S0005,S0054,2,Undirected
S0005,S0059,1,Undirected
S0005,S0060,1,Undirected
S0005,S0062,3,Undirected
S0005,S0063,2,Undirected
S0005,S0065,1,Undirected
S0005,S0066,1,Undirected
S0005,S0067,1,Undirected
S0005,S0069,5,Undirected
S0005,S0070,1,Undirected
S0005,S0073,1,Undirected
S0005,S0074,1,Undirected
S0005,S0080,1,Undirected
S0005,S0082,1,Undirected
S0005,S0083,1,Undirected
S0005,S0084,2,Undirected
S0005,S0085,3,Undirected
S0005,S0086,4,Undirected
S0005,S0087,2,Undirected
S0005,S0088,1,Undirected
S0005,S0089,3,Undirected
S0005,S0091,2,Undirected
S0005,S0092,1,Undirected
S0005,S0094,2,Undirected
S0005,S0095,3,Undirected
S0005,S0096,1,Undirected
S0005,S0099,1,Undirected
S0005,S0100,2,Undirected
S0005,S0101,4,Undirected
S0005,S0102,2,Undirected
S0005,S0104,1,Undirected
S0005,S0105,1,Undirected
S0005,S0107,1,Undirected
S0005,S0109,1,Undirected
S0005,S0111,1,Undirected
S0005,S0112,2,Undirected
S0005,S0114,1,Undirected
S0005,S0115,2,Undirected
S0005,S0117,2,Undirected
S0005,S0118,2,Undirected
S0005,S0121,2,Undirected
S0005,S0122,2,Undirected
S0005,S0126,3,Undirected
S0005,S0127,1,Undirected
S0005,S0128,1,Undirected
S0005,S0129,1,Undirected
S0005,S0131,1,Undirected
S0005,S0132,2,Undirected
S0005,S0133,2,Undirected
S0005,S0134,2,Undirected
S0005,S0138,1,Undirected
S0005,S0140,2,Undirected
S0005,S0141,2,Undirected
S0005,S0142,1,Undirected
S0005,S0143,2,Undirected
S0005,S0144,1,Undirected
S0005,S0146,1,Undirected
S0005,S0147,5,Undirected
S0005,S0148,2,Undirected
S0005,S0149,1,Undirected
S0005,S0152,1,Undirected
S0005,S0153,3,Undirected
S0005,S0155,2,Undirected
S0005,S0156,3,Undirected
S0005,S0157,4,Undirected
S0005,S0158,3,Undirected
S0005,S0159,1,Undirected
S0005,S0160,3,Undirected
S0005,S0161,2,Undirected
S0005,S0164,2,Undirected
S0005,S0165,2,Undirected
S0005,S0166,2,Undirected
S0005,S0167,2,Undirected
S0005,S0168,2,Undirected
S0005,S0171,2,Undirected
S0005,S0173,4,Undirected
S0005,S0174,2,Undirected
S0005,S0175,1,Undirected
S0005,S0178,1,Undirected
S0005,S0179,4,Undirected
S0005,S0180,2,Undirected
S0005,S0182,2,Undirected
S0005,S0183,3,Undirected
S0005,S0188,2,Undirected
S0005,S0190,1,Undirected
S0005,S0193,1,Undirected
S0005,S0195,1,Undirected
S0005,S0196,1,Undirected
S0005,S0197,2,Undirected
S0005,S0198,2,Undirected
S0005,S0199,2,Undirected
S0005,S0200,1,Undirected
S0005,S0201,3,Undirected
S0005,S0202,2,Undirected
S0005,S0207,2,Undirected
S0005,S0209,1,Undirected
S0005,S0210,3,Undirected
S0005,S0211,1,Undirected
S0005,S0213,3,Undirected
S0005,S0215,3,Undirected
S0005,S0216,1,Undirected
S0005,S0218,2,Undirected
S0005,S0219,1,Undirected
S0005,S0222,1,Undirected
S0005,S0224,1,Undirected
S0005,S0229,1,Undirected
S0005,S0231,1,Undirected
S0005,S0232,2,Undirected
S0005,S0233,1,Undirected
S0005,S0236,1,Undirected
S0005,S0237,1,Undirected
S0005,S0238,1,Undirected
S0005,S0239,1,Undirected
S0005,S0240,1,Undirected
S0005,S0241,3,Undirected
S0005,S0243,3,Undirected
S0005,S0245,3,Undirected
S0005,S0248,3,Undirected
S0005,S0249,1,Undirected
S0006,S0010,1,Undirected
S0006,S0011,1,Undirected
S0006,S0013,1,Undirected
S0006,S0017,3,Undirected
S0006,S0018,2,Undirected
S0006,S0022,3,Undirected
S0006,S0025,1,Undirected
S0006,S0028,1,Undirected
S0006,S0029,4,Undirected
S0006,S0030,2,Undirected
S0006,S0031,1,Undirected
S0006,S0033,1,Undirected
S0006,S0035,1,Undirected
S0006,S0040,4,Undirected
S0006,S0041,1,Undirected
S0006,S0043,3,Undirected
S0006,S0045,3,Undirected
S0006,S0046,1,Undirected
S0006,S0054,2,Undirected
S0006,S0055,1,Undirected
S0006,S0056,1,Undirected
S0006,S0057,5,Undirected
S0006,S0063,1,Undirected
S0006,S0065,1,Undirected
S0006,S0067,1,Undirected
S0006,S0068,2,Undirected
S0006,S0070,2,Undirected
S0006,S0071,2,Undirected
S0006,S0072,1,Undirected
S0006,S0075,1,Undirected
S0006,S0077,1,Undirected
S0006,S0079,2,Undirected
S0006,S0080,2,Undirected
S0006,S0090,3,Undirected
S0006,S0093,1,Undirected
S0006,S0094,3,Undirected
S0006,S0095,1,Undirected
S0006,S0097,2,Undirected
S0006,S0098,3,Undirected
S0006,S0106,4,Undirected
S0006,S0107,1,Undirected
S0006,S0108,1,Undirected
S0006,S0109,1,Undirected
S0006,S0110,2,Undirected
S0006,S0113,2,Undirected
S0006,S0115,1,Undirected
S0006,S0116,1,Undirected
S0006,S0117,1,Undirected
S0006,S0120,4,Undirected
S0006,S0121,1,Undirected
S0006,S0125,1,Undirected
S0006,S0126,1,Undirected
S0006,S0129,1,Undirected
S0006,S0130,2,Undirected
S0006,S0132,1,Undirected
S0006,S0133,2,Undirected
S0006,S0135,1,Undirected
S0006,S0138,1,Undirected
S0006,S0140,3,Undirected
S0006,S0141,1,Undirected
S0006,S0142,1,Undirected
S0006,S0144,1,Undirected
S0006,S0145,2,Undirected
S0006,S0149,3,Undirected
S0006,S0153,1,Undirected
S0006,S0154,2,Undirected
S0006,S0160,3,Undirected
S0006,S0162,4,Undirected
S0006,S0163,1,Undirected
S0006,S0166,4,Undirected
S0006,S0167,2,Undirected
S0006,S0168,3,Undirected
S0006,S0169,2,Undirected
S0006,S0170,2,Undirected
S0006,S0171,1,Undirected
S0006,S0176,1,Undirected
S0006,S0179,3,Undirected
S0006,S0181,3,Undirected
S0006,S0182,3,Undirected
S0006,S0183,4,Undirected
S0006,S0185,2,Undirected
S0006,S0188,1,Undirected
S0006,S0190,1,Undirected
S0006,S0197,2,Undirected
S0006,S0199,1,Undirected
S0006,S0200,1,Undirected
S0006,S0203,2,Undirected
S0006,S0206,1,Undirected
S0006,S0207,2,Undirected
S0006,S0208,1,Undirected
S0006,S0210,2,Undirected
S0006,S0213,1,Undirected
S0006,S0214,3,Undirected
S0006,S0215,1,Undirected
S0006,S0218,3,Undirected
S0006,S0219,3,Undirected
S0006,S0221,3,Undirected
S0006,S0222,2,Undirected
S0006,S0224,1,Undirected
S0006,S0226,3,Undirected
S0006,S0227,1,Undirected
S0006,S0230,1,Undirected
S0006,S0233,2,Undirected
S0006,S0235,1,Undirected
S0006,S0237,1,Undirected
S0006,S0239,2,Undirected
S0006,S0241,3,Undirected
S0006,S0243,2,Undirected
S0006,S0248,1,Undirected
S0006,S0249,2,Undirected
S0007,S0015,1,Undirected
S0007,S0021,1,Undirected
S0007,S0023,1,Undirected
S0007,S0030,1,Undirected
S0007,S0062,1,Undirected
S0007,S0063,1,Undirected
S0007,S0068,1,Undirected
S0007,S0069,1,Undirected
S0007,S0083,1,Undirected
S0007,S0084,1,Undirected
S0007,S0085,1,Undirected
S0007,S0086,1,Undirected
S0007,S0089,1,Undirected
S0007,S0091,1,Undirected
S0007,S0094,1,Undirected
S0007,S0101,1,Undirected
S0007,S0114,1,Undirected
S0007,S0121,1,Undirected
S0007,S0122,1,Undirected
S0007,S0124,1,Undirected
S0007,S0126,1,Undirected
S0007,S0134,1,Undirected
S0007,S0138,1,Undirected
S0007,S0141,1,Undirected
S0007,S0143,1,Undirected
S0007,S0149,1,Undirected
S0007,S0155,1,Undirected
S0007,S0156,1,Undirected
S0007,S0157,1,Undirected
S0007,S0160,1,Undirected
S0007,S0161,1,Undirected
S0007,S0164,1,Undirected
S0007,S0169,1,Undirected
S0007,S0170,1,Undirected
S0007,S0173,1,Undirected
S0007,S0176,1,Undirected
S0007,S0179,1,Undirected
S0007,S0193,1,Undirected
S0007,S0196,1,Undirected
S0007,S0197,1,Undirected
S0007,S0207,1,Undirected
S0007,S0214,1,Undirected
S0007,S0233,1,Undirected
S0007,S0245,1,Undirected
S0007,S0248,1,Undirected
S0008,S0013,1,Undirected
S0008,S0016,1,Undirected
S0008,S0018,1,Undirected
S0008,S0019,1,Undirected
S0008,S0020,2,Undirected
S0008,S0021,1,Undirected
S0008,S0023,3,Undirected
S0008,S0024,1,Undirected
S0008,S0026,4,Undirected
S0008,S0027,1,Undirected
S0008,S0028,4,Undirected
S0008,S0030,3,Undirected
S0008,S0031,3,Undirected
S0008,S0032,5,Undirected
S0008,S0033,1,Undirected
S0008,S0036,2,Undirected
S0008,S0037,4,Undirected
S0008,S0038,1,Undirected
S0008,S0039,1,Undirected
S0008,S0040,1,Undirected
S0008,S0041,5,Undirected
S0008,S0043,2,Undirected
S0008,S0044,3,Undirected
S0008,S0047,4,Undirected
S0008,S0048,2,Undirected
S0008,S0050,2,Undirected
S0008,S0053,1,Undirected
S0008,S0055,1,Undirected
S0008,S0057,4,Undirected
S0008,S0058,6,Undirected
S0008,S0059,2,Undirected
S0008,S0060,2,Undirected
S0008,S0061,2,Undirected
S0008,S0063,1,Undirected
S0008,S0064,3,Undirected
S0008,S0066,3,Undirected
S0008,S0067,1,Undirected
S0008,S0068,2,Undirected
S0008,S0069,2,Undirected
S0008,S0073,1,Undirected
S0008,S0074,2,Undirected
S0008,S0076,3,Undirected
S0008,S0077,4,Undirected
S0008,S0080,1,Undirected
S0008,S0081,2,Undirected
S0008,S0082,2,Undirected
S0008,S0084,2,Undirected
S0008,S0085,3,Undirected
S0008,S0087,1,Undirected
S0008,S0091,1,Undirected
S0008,S0094,1,Undirected
S0008,S0095,3,Undirected
S0008,S0096,2,Undirected
S0008,S0097,3,Undirected
S0008,S0098,1,Undirected
S0008,S0099,2,Undirected
S0008,S0100,2,Undirected
S0008,S0101,1,Undirected
S0008,S0102,3,Undirected
S0008,S0103,2,Undirected
S0008,S0104,1,Undirected
S0008,S0106,2,Undirected
S0008,S0108,1,Undirected
S0008,S0111,1,Undirected
S0008,S0112,3,Undirected
S0008,S0113,2,Undirected
S0008,S0114,4,Undirected
S0008,S0115,1,Undirected
S0008,S0119,2,Undirected
S0008,S0120,1,Undirected
S0008,S0121,2,Undirected
S0008,S0122,5,Undirected
S0008,S0124,2,Undirected
S0008,S0125,2,Undirected
S0008,S0127,1,Undirected
S0008,S0128,3,Undirected
S0008,S0130,2,Undirected
S0008,S0131,2,Undirected
S0008,S0132,1,Undirected
S0008,S0133,2,Undirected
S0008,S0134,4,Undirected
S0008,S0135,1,Undirected
S0008,S0137,1,Undirected
S0008,S0138,4,Undirected
S0008,S0139,4,Undirected
S0008,S0141,1,Undirected
S0008,S0142,3,Undirected
S0008,S0143,1,Undirected
S0008,S0145,3,Undirected
S0008,S0146,3,Undirected
S0008,S0147,1,Undirected
S0008,S0148,3,Undirected
S0008,S0151,1,Undirected
S0008,S0152,1,Undirected
S0008,S0153,1,Undirected
S0008,S0158,6,Undirected
S0008,S0159,6,Undirected
S0008,S0163,1,Undirected
S0008,S0164,1,Undirected
S0008,S0165,2,Undirected
S0008,S0168,2,Undirected
S0008,S0171,1,Undirected
S0008,S0172,3,Undirected
S0008,S0173,4,Undirected
S0008,S0174,3,Undirected
S0008,S0178,1,Undirected
S0008,S0180,2,Undirected
S0008,S0181,2,Undirected
S0008,S0182,1,Undirected
S0008,S0184,4,Undirected
S0008,S0187,1,Undirected
S0008,S0189,1,Undirected
S0008,S0190,1,Undirected
S0008,S0191,1,Undirected
S0008,S0192,3,Undirected
S0008,S0194,3,Undirected
S0008,S0197,1,Undirected
S0008,S0198,4,Undirected
S0008,S0199,1,Undirected
S0008,S0200,3,Undirected
S0008,S0201,2,Undirected
S0008,S0203,1,Undirected
S0008,S0204,2,Undirected
S0008,S0206,1,Undirected
S0008,S0207,1,Undirected
S0008,S0212,2,Undirected
S0008,S0213,2,Undirected
S0008,S0214,1,Undirected
S0008,S0217,3,Undirected
S0008,S0218,4,Undirected
S0008,S0219,1,Undirected
